points
-11,-17
-1,-8
13,-2
19,10
15,4
9,-7
-2,-1
-15,-15
4,4
9,-15
5,11
4,-9
-14,-1
11,7
0,-1
-9,-13
2,-9
12,-6
19,5
9,-9
-1,0
-18,-10
2,4
8,-16
6,10
6,-6
-7,-2
10,4
0,-3
-13,-17
4,-11
14,-6
-7,-9
20,6
10,-6
2,3
-15,-5
-4,6
6,-19
3,11
4,-4
-5,0
8,5
-1,-5
9,-10
5,-11
15,-5
9,-8
18,8
9,-11
1,3
-16,-6
-10,9
5,12
5,-1
-7,3
3,3
12,-8
16,-2
20,2
3,-1
-13,0
-10,10
12,-5
4,6
4,2
-6,0
0,-8
8,-7
11,-8
18,5
10,-9
6,-5
-18,1
-8,8
0,6
2,-1
-13,-2
6,6
0,-6
4,-6
7,-9
17,6
11,-3
3,-9
8,-9
8,0
-8,7
0,-9
0,5
7,-1
-14,0
-1,-3
6,-3
0,-2
13,10
9,0
1,-9
1,-10
-12,1
-9,10
10,-3
-18,2
5,6
0,-5
3,-10
-1,-12
2,-8
15,-9
4,-12
-5,8
0,4
9,-2
-19,0
6,8
1,-8
11,2
12,2
4,-8
3,-3
13,-8
6,-14
-6,6
0,0
0,3
-19,-4
-2,-13
-3,-4
6,-15
7,-3
9,4
14,0
0,-14
3,-4
13,-9
9,-13
-6,2
-1,-7
5,2
2,0
-20,-6
-3,-17
0,-4
7,-14
7,-16
10,2
15,0
8,-6
13,-11
6,-10
-10,0
2,-10
6,3
-16,-9
-4,-13
10,-16
8,-14
10,-15
10,3
19,2
-7,-13
6,-1
6,-8
-8,1
5,-15
5,0
10,-18
-16,-12
-9,-14
19,0
-4,-17
5,-5
-16,0
4,-13
1,0
13,-16
-13,-15
-6,-14
7,-12
-14,-10
-6,-11
-9,-12
9,-12
5,-2
12,-15
-11,-7
-5,-14
5,-8
12,-13
-11,-12
12,0
-5,-15
4,0
-5,-13
-14,-5
7,-11
6,-18
-11,-9
1,-7
8,-18
-5,-11
-5,-16
15,-4
-8,-16
-6,-18
6,-13
7,-2
3,-15
-5,-9
-4,-9
5,-4
-3,-6
13,-7
3,-7
-11,-18
-15,-4
2,-13
-10,-11
-3,-12
1,-13
12,-1
-11,-15
-8,-17
-10,-15
13,-10
7,7
3,-11
-12,-8
-7,-12
-2,1
3,-14
10,1
3,-6
8,-17
14,-9
9,2
-12,-4
-6,-12
-7,4
7,3
0,-7
-3,-1
-1,-4
16,-5
-13,-4
-9,2
5,-3
1,-14
1,5
-4,-8
1,-5
-4,-2
-19,-3
15,-7
1,-6
-14,-4
-2,-12
-8,3
-14,-6
-1,-9
-6,4
-6,-5
-2,0
-13,-5
15,-8
-2,-3
-9,-3
-11,4
0,-12
-8,-5
-8,5
-7,-3
2,-3
-5,-7
8,-4
0,-10
-3,0
-2,3
-6,3
4,-5
-2,-5
1,1
-4,1
9,-4
-8,-4
-2,-2
-5,-3
7,-4
-11,3
6,0
-5,-6
8,-5
7,1
-10,-7
-3,1
3,-17
-12,-1
12,1
8,-1
-11,1
5,4
7,0
6,-4
5,-18
-17,-1
1,6
4,11
8,6
-8,2
5,3
3,4
8,2
-15,-2
2,-2
4,-19
3,0
-1,-2
0,1
8,1
-14,4
1,-2
3,-20
-14,-2
10,-5
-4,8
3,-8
13,-1
1,-4
11,1
1,-3
-18,0
-6,8
2,1
-4,-4
11,0
4,-1
-8,6
-1,1
-17,-2
3,7
3,-2
-11,7
5,-6
-1,2
6,-2
4,5
13,-3
-1,4
-9,6
-4,4
14,-4
-3,-7
-7,0
-2,-6
4,1
-10,2
-2,-7
3,-5
-15,3
2,-7
15,-13
-11,5
7,-5
2,-6
-15,4
7,2
-9,9
-1,-11
-11,8
15,6
-2,15
13,-13
4,3
-8,11
-9,-5
-5,-1
-12,11
-6,-2
12,6
10,-11
1,7
-3,15
5,-7
-7,-4
5,-10
-15,10
-6,-3
0,7
10,7
8,-12
-3,12
-4,-6
0,2
-1,6
-1,9
0,13
6,-11
-5,-4
-3,4
2,6
-11,9
-4,5
-4,0
10,8
4,9
-1,14
1,-15
-7,-5
-3,8
-8,15
-7,5
6,7
0,14
-1,18
12,-4
-8,-6
-13,4
-6,1
-3,14
-7,-6
-9,3
-13,2
1,2
1,18
-10,3
-1,12
11,-15
-9,-2
14,-14
-3,3
-4,10
-10,-5
-12,0
-10,5
11,-12
18,-17
-15,0
-11,0
-5,6
-15,1
0,10
-8,0
-11,-2
17,-16
-16,1
-17,2
-1,11
-7,2
-4,19
-9,1
-18,6
-5,10
-16,3
0,9
-8,10
-7,20
-17,-4
-12,4
-13,-3
-19,1
-7,7
-7,1
-9,0
-7,9
-13,1
-12,-12
-18,3
-5,11
-14,-11
-8,14
-6,9
-8,20
-14,-12
-10,4
-5,7
-9,-1
-13,6
-5,19
-14,-8
-11,-1
-14,10
-13,7
-13,10
-5,17
-14,-7
-5,5
-8,4
-6,-4
-10,-8
-13,5
-16,9
-10,-4
-3,-2
-5,-2
-1,5
-16,-10
-19,2
-19,10
-8,-3
-16,14
-4,15
-12,-3
-20,-14
-9,-8
-4,-5
-13,15
1,12
-6,-1
1,15
-6,-6
-4,-1
-5,2
-20,10
-17,8
1,20
-20,12
-3,17
-5,4
-17,-3
-18,9
-15,9
0,20
-3,-5
-8,9
-19,-13
-17,11
-11,11
0,19
-18,8
-7,18
-3,-3
-13,12
-19,13
-8,18
-16,-13
-15,-20
-20,15
-3,20
-16,-1
-19,-1
-14,6
-15,14
-15,11
-5,1
-11,12
-14,11
-16,8
-3,18
-2,5
-17,10
-7,8
-18,11
-4,13
-18,-8
-12,-2
-10,8
0,16
-7,11
-12,-7
-2,13
-5,12
-7,10
-16,6
-10,-3
-7,14
-14,7
-12,9
-11,13
-2,11
-3,10
-19,16
-7,12
-6,16
-12,5
-9,-6
-9,8
-19,14
-2,8
-1,10
-9,-4
-16,-3
-4,17
-10,-6
-16,-5
-15,16
-4,14
-2,6
-10,-2
-15,-3
-11,-4
-2,16
-18,17
2,10
-16,-2
-6,-9
-3,2
-15,18
4,18
-8,-2
-7,-1
0,17
-14,17
-6,14
-13,17
4,15
-6,13
-11,20
-9,12
8,-2
6,13
-12,15
5,9
-11,-6
-6,-7
-15,-8
-11,15
-13,16
2,11
-5,-5
-1,-1
-12,10
-12,12
-16,13
4,13
-2,9
-13,9
-7,13
-16,10
-17,14
6,15
-5,15
0,8
-10,14
3,1
-15,17
-1,3
-10,6
-12,20
7,11
-5,13
-2,18
-9,14
-2,17
-16,11
6,5
7,5
4,7
-1,17
9,7
2,12
0,15
-19,12
1,11
4,16
1,16
5,10
-2,7
-3,-9
-19,11
3,17
0,11
3,15
4,14
5,15
8,13
4,12
-1,16
5,16
-3,13
-19,15
-7,-8
9,16
-4,16
9,14
2,8
10,15
4,17
-4,7
-17,15
9,15
11,17
13,16
-17,16
10,16
11,15
3,13
10,19
11,12
1,14
-20,16
11,-11
8,18
-4,18
5,18
4,19
-8,19
-17,13
8,-13
-19,18
-7,17
10,11
8,15
10,14
12,19
19,17
-19,17
10,-7
8,12
12,14
7,13
1,19
5,1
1,8
7,9
-9,19
3,8
6,9
-5,20
-20,11
10,-2
10,-10
12,5
-8,13
10,10
16,4
15,-11
3,5
17,7
-3,5
2,13
15,-1
17,-11
-3,9
-1,7
0,12
-3,6
8,-3
16,-9
3,12
4,-2
2,-5
3,2
10,-14
6,-9
10,-4
9,18
13,19
-1,15
-17,9
6,17
14,-16
-5,9
7,18
10,0
-6,15
-16,12
5,13
12,-19
6,14
-7,15
6,11
-7,6
-18,15
6,-17
1,13
11,-9
-12,16
-18,13
2,-18
0,18
2,15
3,9
1,-18
-3,19
3,6
9,-6
1,9
-17,18
-4,20
11,-6
-15,19
-9,16
3,19
-11,19
2,-4
4,-18
0,-20
-2,10
-12,19
0,-18
0,-17
11,-1
-12,14
-9,20
-2,14
-2,2
0,-15
-4,-19
-9,4
4,-10
3,-12
-9,11
12,3
-12,6
2,-11
-4,2
0,-13
9,1
-15,12
4,-14
2,-15
2,7
-13,19
-2,-11
-11,18
-2,19
14,8
-12,7
15,8
6,1
-6,12
-5,16
1,17
8,4
-4,12
-10,15
-13,-1
5,5
-5,14
-10,19
-3,-8
-2,-9
-4,3
3,16
-12,3
-9,13
-1,-10
-2,12
-4,-11
-1,13
-17,3
-5,3
-11,-5
-3,-11
-9,7
2,14
5,-9
5,-12
-3,-16
2,-12
10,5
-13,-6
6,2
-16,-8
-13,-11
9,6
2,2
14,1
17,0
13,-4
2,16
18,-7
19,-8
16,-1
19,-1
-14,2
